player_id,name,club,position,price,status,xmins,xpts_gw1,xpts_gw2,xpts_gw3,xpts_gw4,xpts_gw5,xpts_gw6,xpts_gw7,xpts_gw8
2954,Vincent Burlet,Cracovia,DEF,1.8,ok,20.0,1.6,4.6,3.1,4.3,4.7,2.9,4.9,2.9
2727,Natan Ława,Pogoń Szczecin,MID,1.6,ok,85.0,3.7,3.0,4.1,2.9,4.1,3.1,4.0,3.9
1126,Kamil Piątkowski,Legia Warszawa,DEF,2.0,ok,85.0,2.5,5.0,2.3,5.0,2.3,4.8,2.6,4.2
1616,Adam Zreľák,GKS Katowice,FWD,1.8,ok,85.0,3.2,4.3,4.1,3.3,4.1,3.1,3.1,3.3
2904,Christopher Lungoyi,Wieczysta Kraków,MID,2.0,ok,20.0,3.6,3.4,3.4,3.3,3.3,3.4,4.5,3.5
1757,Bartosz Mrozek,Lech Poznań,GK,2.2,ok,45.0,4.2,3.4,4.1,3.2,4.0,2.7,4.1,2.7
2699,Ivo Rodrigues,Motor Lublin,MID,1.8,ok,85.0,3.0,4.0,3.2,4.1,3.1,4.1,4.0,2.7
1290,Karol Struski,Raków Częstochowa,MID,1.7,ok,45.0,3.9,3.2,4.1,2.8,3.9,3.7,2.5,4.0
2767,Yannick Agnero,Lech Poznań,FWD,1.8,ok,45.0,3.8,3.5,3.7,3.4,3.7,3.1,3.7,3.1
951,Arkadiusz Jędrych,GKS Katowice,DEF,2.3,ok,85.0,2.6,5.1,4.7,2.9,4.7,2.5,2.6,2.9
1026,Mateusz Lis,Lech Poznań,GK,1.8,ok,85.0,4.2,3.3,4.1,3.1,4.0,2.6,4.0,2.6
1653,Adam Radwański,Wisła Płock,MID,1.8,ok,45.0,2.9,3.9,3.2,3.4,3.2,4.0,3.3,4.0
1754,Michał Król,Wisła Płock,MID,1.8,ok,45.0,2.9,3.9,3.2,3.4,3.2,4.0,3.3,4.0
2680,Mor N'Diaye,Pogoń Szczecin,MID,1.7,ok,20.0,3.5,2.9,3.9,2.8,4.0,3.0,3.8,3.8
2743,Elves Balde,Radomiak Radom,FWD,1.7,ok,85.0,3.9,2.9,3.9,2.6,4.1,3.8,2.8,3.7
1285,Lucas Luquinhas,Radomiak Radom,MID,2.0,ok,85.0,3.9,2.9,3.9,2.6,4.1,3.8,2.8,3.7
2066,David González Plata,Korona Kielce,MID,1.7,ok,85.0,2.8,3.9,3.6,2.9,4.0,3.1,4.0,3.3
1136,Mateusz Praszelik,Cracovia,MID,1.7,ok,85.0,2.5,3.9,3.3,3.7,3.9,3.1,4.0,3.2
2903,Petar Pusic,Wieczysta Kraków,MID,1.7,ok,45.0,3.6,3.3,3.3,3.2,3.2,3.3,4.3,3.4
2073,Linus Wahlqvist,Pogoń Szczecin,DEF,1.8,ok,85.0,3.7,2.2,4.4,2.0,4.5,2.5,4.1,4.1
1225,Jan Grzesik,Radomiak Radom,DEF,2.0,ok,85.0,4.3,2.2,4.5,1.7,4.8,4.1,2.0,3.9
86,Taras Romanczuk,Jagiellonia Białystok,MID,1.9,ok,85.0,3.9,3.2,3.8,4.0,2.6,2.8,4.1,3.0
1490,Kacper Trelowski,Raków Częstochowa,GK,1.9,ok,85.0,4.1,2.7,4.4,2.2,4.2,3.7,1.7,4.3
2785,Hussein Ali,Pogoń Szczecin,DEF,1.7,ok,20.0,3.6,2.1,4.4,2.0,4.5,2.5,4.1,4.0
